station_name,city,datetime,air_temperature,air_temperature_dew_point,wind_speed_rate,visibility_distance,Season_name,month,hour
BISHA,BISHA,2025-07-09 09:00:00,36.8,-5.0,7.2,10000,Summer,7,9
ABHA,ABHA,2025-07-09 09:00:00,28.4,0.0,3.1,10000,Summer,7,9
KING KHALED AB,KING KHALED AB,2025-07-09 09:00:00,28.0,1.0,7.2,10000,Summer,7,9
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-09 09:00:00,41.0,10.0,3.6,9900,Summer,7,9
KING KHALED INTL,KING KHALED INTL,2025-07-09 09:00:00,39.6,-2.0,5.7,10000,Summer,7,9
AL AHSA,AL AHSA,2025-07-09 09:00:00,44.0,-1.0,6.7,9900,Summer,7,9
GASSIM,GASSIM,2025-07-09 09:00:00,40.0,-2.0,4.6,10000,Summer,7,9
GASSIM,GASSIM,2025-07-09 09:00:00,40.0,-2.0,4.6,9900,Summer,7,9
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-09 09:00:00,44.4,0.0,6.7,10000,Summer,7,9
TABUK,TABUK,2025-07-09 09:00:00,34.4,3.0,3.1,10000,Summer,7,9
RAFHA,RAFHA,2025-07-09 09:00:00,40.0,4.0,2.6,9900,Summer,7,9
TURAIF,TURAIF,2025-07-09 09:00:00,34.5,-2.0,5.1,10000,Summer,7,9
TURAIF,TURAIF,2025-07-09 09:00:00,35.0,-2.0,5.1,9900,Summer,7,9
NEJRAN,NEJRAN,2025-07-09 09:00:00,38.0,1.0,2.6,10000,Summer,7,9
KING KHALED INTL,KING KHALED INTL,2025-07-09 09:00:00,40.0,-2.0,5.7,9900,Summer,7,9
AL AHSA,AL AHSA,2025-07-09 09:00:00,44.1,-1.0,6.7,10000,Summer,7,9
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-09 09:00:00,40.0,-12.0,6.2,9900,Summer,7,9
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-09 09:00:00,37.1,4.0,0.0,10000,Summer,7,9
TABUK,TABUK,2025-07-09 09:00:00,34.0,3.0,3.1,9900,Summer,7,9
AL JOUF,AL JOUF,2025-07-09 09:00:00,35.0,3.0,4.6,9900,Summer,7,9
GURIAT,GURIAT,2025-07-09 09:00:00,36.0,-10.0,4.1,9900,Summer,7,9
NEJRAN,NEJRAN,2025-07-09 09:00:00,38.0,1.0,2.6,9999,Summer,7,9
AL-DAWADAMI,AL-DAWADAMI,2025-07-09 09:00:00,37.6,-10.0,4.1,10000,Summer,7,9
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-09 09:00:00,38.0,-10.0,4.1,9900,Summer,7,9
HAIL,HAIL,2025-07-09 09:00:00,36.0,-2.0,5.1,9900,Summer,7,9
AL JOUF,AL JOUF,2025-07-09 09:00:00,35.4,3.0,4.6,10000,Summer,7,9
ARAR,ARAR,2025-07-09 09:00:00,39.2,1.0,2.6,10000,Summer,7,9
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-09 09:00:00,41.8,-1.0,3.1,10000,Summer,7,9
ABHA,ABHA,2025-07-09 09:00:00,28.0,0.0,3.1,9900,Summer,7,9
SHARURAH,SHARURAH,2025-07-09 09:00:00,41.1,5.0,4.1,10000,Summer,7,9
SHARURAH,SHARURAH,2025-07-09 09:00:00,41.0,5.0,4.1,9900,Summer,7,9
KING KHALED AB,KING KHALED AB,2025-07-09 09:00:00,28.0,1.0,7.2,9999,Summer,7,9
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-09 09:00:00,36.3,24.0,6.2,10000,Summer,7,9
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-09 09:00:00,36.0,24.0,6.2,9900,Summer,7,9
TAIF,TAIF,2025-07-09 09:00:00,33.5,-5.0,9.3,10000,Summer,7,9
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-09 09:00:00,40.6,10.0,3.6,10000,Summer,7,9
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-09 09:00:00,44.0,1.0,6.7,9900,Summer,7,9
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-09 09:00:00,37.0,4.0,0.0,9900,Summer,7,9
WEJH,WEJH,2025-07-09 09:00:00,31.0,23.0,4.6,9900,Summer,7,9
QAISUMAH,QAISUMAH,2025-07-09 09:00:00,42.0,-9.0,5.1,9900,Summer,7,9
RAFHA,RAFHA,2025-07-09 09:00:00,40.3,4.0,2.6,10000,Summer,7,9
GURIAT,GURIAT,2025-07-09 09:00:00,36.2,-10.0,4.1,10000,Summer,7,9
ARAR,ARAR,2025-07-09 09:00:00,39.0,1.0,2.6,9900,Summer,7,9
SHARURAH,SHARURAH,2025-07-09 08:00:00,40.0,8.0,4.1,9900,Summer,7,8
TAIF,TAIF,2025-07-09 08:00:00,33.0,-5.0,6.7,9900,Summer,7,8
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-09 08:00:00,38.0,-10.0,5.1,9900,Summer,7,8
WEJH,WEJH,2025-07-09 08:00:00,31.0,23.0,3.6,9900,Summer,7,8
TURAIF,TURAIF,2025-07-09 08:00:00,32.0,-2.0,4.1,9900,Summer,7,8
BISHA,BISHA,2025-07-09 08:00:00,36.0,-5.0,6.2,9900,Summer,7,8
KING KHALED AB,KING KHALED AB,2025-07-09 08:00:00,28.0,1.0,3.6,9900,Summer,7,8
YENBO,YENBO,2025-07-09 08:00:00,40.0,16.0,2.6,9900,Summer,7,8
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-09 08:00:00,44.0,5.0,5.7,9900,Summer,7,8
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-09 08:00:00,44.0,0.0,6.7,9900,Summer,7,8
AL JOUF,AL JOUF,2025-07-09 08:00:00,33.0,5.0,5.1,9900,Summer,7,8
ARAR,ARAR,2025-07-09 08:00:00,37.0,2.0,2.1,9900,Summer,7,8
ABHA,ABHA,2025-07-09 08:00:00,28.0,0.0,3.1,9900,Summer,7,8
KING KHALED INTL,KING KHALED INTL,2025-07-09 08:00:00,40.0,-2.0,4.6,9900,Summer,7,8
GASSIM,GASSIM,2025-07-09 08:00:00,40.0,-3.0,3.6,9900,Summer,7,8
QAISUMAH,QAISUMAH,2025-07-09 08:00:00,41.0,-7.0,3.1,9900,Summer,7,8
RAFHA,RAFHA,2025-07-09 08:00:00,38.0,2.0,3.6,9900,Summer,7,8
GURIAT,GURIAT,2025-07-09 08:00:00,35.0,-10.0,8.2,9900,Summer,7,8
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-09 08:00:00,35.0,25.0,5.7,9900,Summer,7,8
NEJRAN,NEJRAN,2025-07-09 08:00:00,37.0,1.0,4.1,9999,Summer,7,8
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-09 08:00:00,38.0,15.0,3.1,9900,Summer,7,8
AL AHSA,AL AHSA,2025-07-09 08:00:00,44.0,0.0,7.7,9900,Summer,7,8
HAIL,HAIL,2025-07-09 08:00:00,35.0,0.0,4.1,9900,Summer,7,8
TABUK,TABUK,2025-07-09 08:00:00,33.0,2.0,0.0,9900,Summer,7,8
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-09 08:00:00,40.0,0.0,2.1,9900,Summer,7,8
AL BAHA,AL BAHA,2025-07-09 08:00:00,32.0,-4.0,6.2,9900,Summer,7,8
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-09 08:00:00,37.0,-9.0,4.1,9900,Summer,7,8
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-09 08:00:00,36.0,5.0,0.0,9900,Summer,7,8
BISHA,BISHA,2025-07-09 07:00:00,35.0,0.0,4.1,9900,Summer,7,7
ABHA,ABHA,2025-07-09 07:00:00,26.0,0.0,5.1,9900,Summer,7,7
YENBO,YENBO,2025-07-09 07:00:00,37.0,20.0,1.0,9900,Summer,7,7
HAIL,HAIL,2025-07-09 07:00:00,34.0,1.0,4.1,9900,Summer,7,7
GASSIM,GASSIM,2025-07-09 07:00:00,38.0,-2.0,6.2,9900,Summer,7,7
QAISUMAH,QAISUMAH,2025-07-09 07:00:00,40.0,-5.0,4.1,9900,Summer,7,7
AL JOUF,AL JOUF,2025-07-09 07:00:00,31.0,6.0,5.7,9900,Summer,7,7
TAIF,TAIF,2025-07-09 07:00:00,32.0,-6.0,8.2,9900,Summer,7,7
KING KHALED INTL,KING KHALED INTL,2025-07-09 07:00:00,39.0,-2.0,2.1,9900,Summer,7,7
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-09 07:00:00,38.0,-10.0,5.1,9900,Summer,7,7
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-09 07:00:00,42.0,2.0,5.7,9900,Summer,7,7
RAFHA,RAFHA,2025-07-09 07:00:00,36.0,-1.0,4.1,9900,Summer,7,7
GURIAT,GURIAT,2025-07-09 07:00:00,32.0,-10.0,8.2,9900,Summer,7,7
ARAR,ARAR,2025-07-09 07:00:00,35.0,3.0,5.1,9900,Summer,7,7
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-09 07:00:00,36.0,23.0,5.1,9999,Summer,7,7
NEJRAN,NEJRAN,2025-07-09 07:00:00,35.0,1.0,5.1,9900,Summer,7,7
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-09 07:00:00,37.0,20.0,2.6,9900,Summer,7,7
AL AHSA,AL AHSA,2025-07-09 07:00:00,42.0,1.0,7.2,9900,Summer,7,7
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-09 07:00:00,36.0,-9.0,2.6,9900,Summer,7,7
WEJH,WEJH,2025-07-09 07:00:00,30.0,23.0,3.6,9900,Summer,7,7
TURAIF,TURAIF,2025-07-09 07:00:00,31.0,-1.0,3.1,9900,Summer,7,7
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-09 07:00:00,39.0,0.0,2.1,9900,Summer,7,7
TABUK,TABUK,2025-07-09 07:00:00,31.0,3.0,2.1,9900,Summer,7,7
SHARURAH,SHARURAH,2025-07-09 07:00:00,37.0,999.9,4.1,9900,Summer,7,7
AL BAHA,AL BAHA,2025-07-09 07:00:00,32.0,-4.0,12.4,9900,Summer,7,7
KING KHALED AB,KING KHALED AB,2025-07-09 07:00:00,27.0,-2.0,7.2,9900,Summer,7,7
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-09 07:00:00,43.0,5.0,6.2,9900,Summer,7,7
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-09 07:00:00,35.0,5.0,3.1,9900,Summer,7,7
BISHA,BISHA,2025-07-09 06:00:00,33.4,3.0,3.1,10000,Summer,7,6
ABHA,ABHA,2025-07-09 06:00:00,26.0,2.0,5.1,9999,Summer,7,6
SHARURAH,SHARURAH,2025-07-09 06:00:00,34.2,999.9,4.1,10000,Summer,7,6
AL BAHA,AL BAHA,2025-07-09 06:00:00,31.0,-4.0,9.8,9900,Summer,7,6
TAIF,TAIF,2025-07-09 06:00:00,31.0,-5.0,8.2,9900,Summer,7,6
AL JOUF,AL JOUF,2025-07-09 06:00:00,28.0,6.0,5.7,9900,Summer,7,6
ARAR,ARAR,2025-07-09 06:00:00,32.1,4.0,4.6,10000,Summer,7,6
TURAIF,TURAIF,2025-07-09 06:00:00,29.0,1.0,5.1,9900,Summer,7,6
BISHA,BISHA,2025-07-09 06:00:00,33.0,3.0,3.1,9900,Summer,7,6
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-09 06:00:00,36.3,-3.0,2.1,10000,Summer,7,6
SHARURAH,SHARURAH,2025-07-09 06:00:00,34.0,999.9,4.1,9900,Summer,7,6
KING KHALED AB,KING KHALED AB,2025-07-09 06:00:00,26.0,-1.0,4.1,9999,Summer,7,6
NEJRAN,NEJRAN,2025-07-09 06:00:00,34.8,1.0,6.2,10000,Summer,7,6
TAIF,TAIF,2025-07-09 06:00:00,31.3,-5.0,8.2,10000,Summer,7,6
YENBO,YENBO,2025-07-09 06:00:00,32.4,24.0,2.1,10000,Summer,7,6
KING KHALED INTL,KING KHALED INTL,2025-07-09 06:00:00,37.0,-2.0,2.6,9900,Summer,7,6
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-09 06:00:00,36.0,-8.0,3.6,10000,Summer,7,6
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-09 06:00:00,36.0,-8.0,3.6,9900,Summer,7,6
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-09 06:00:00,40.0,4.0,6.7,9900,Summer,7,6
GASSIM,GASSIM,2025-07-09 06:00:00,35.2,-1.0,5.1,10000,Summer,7,6
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-09 06:00:00,40.0,2.0,5.7,9900,Summer,7,6
TABUK,TABUK,2025-07-09 06:00:00,29.6,6.0,1.5,10000,Summer,7,6
ARAR,ARAR,2025-07-09 06:00:00,32.0,4.0,4.6,9900,Summer,7,6
ABHA,ABHA,2025-07-09 06:00:00,25.9,2.0,5.1,10000,Summer,7,6
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-09 06:00:00,35.1,24.0,2.1,10000,Summer,7,6
KING KHALED INTL,KING KHALED INTL,2025-07-09 06:00:00,37.4,-2.0,2.6,10000,Summer,7,6
AL AHSA,AL AHSA,2025-07-09 06:00:00,40.1,0.0,6.7,10000,Summer,7,6
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-09 06:00:00,33.3,5.0,5.1,10000,Summer,7,6
HAIL,HAIL,2025-07-09 06:00:00,32.0,3.0,4.1,9900,Summer,7,6
GASSIM,GASSIM,2025-07-09 06:00:00,35.0,-1.0,5.1,9900,Summer,7,6
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-09 06:00:00,40.2,2.0,5.7,10000,Summer,7,6
WEJH,WEJH,2025-07-09 06:00:00,29.9,19.0,2.1,10000,Summer,7,6
QAISUMAH,QAISUMAH,2025-07-09 06:00:00,37.7,-5.0,2.1,10000,Summer,7,6
TABUK,TABUK,2025-07-09 06:00:00,30.0,6.0,1.5,9900,Summer,7,6
RAFHA,RAFHA,2025-07-09 06:00:00,33.5,1.0,5.7,10000,Summer,7,6
RAFHA,RAFHA,2025-07-09 06:00:00,33.0,1.0,5.7,9900,Summer,7,6
AL BAHA,AL BAHA,2025-07-09 06:00:00,30.8,-4.0,9.8,10000,Summer,7,6
KING KHALED AB,KING KHALED AB,2025-07-09 06:00:00,26.2,-1.0,4.1,10000,Summer,7,6
NEJRAN,NEJRAN,2025-07-09 06:00:00,35.0,1.0,6.2,9900,Summer,7,6
MINA,MINA,2025-07-09 06:00:00,38.4,10.0,0.0,10000,Summer,7,6
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-09 06:00:00,34.0,21.0,2.1,9900,Summer,7,6
AL AHSA,AL AHSA,2025-07-09 06:00:00,40.0,0.0,6.7,9900,Summer,7,6
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-09 06:00:00,34.0,-9.0,0.0,9900,Summer,7,6
QAISUMAH,QAISUMAH,2025-07-09 06:00:00,38.0,-5.0,2.1,9900,Summer,7,6
AL JOUF,AL JOUF,2025-07-09 06:00:00,28.4,6.0,5.7,10000,Summer,7,6
GURIAT,GURIAT,2025-07-09 06:00:00,29.0,-4.0,7.2,9900,Summer,7,6
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-09 06:00:00,36.0,-3.0,2.1,9900,Summer,7,6
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-09 06:00:00,35.0,24.0,2.1,9999,Summer,7,6
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-09 06:00:00,34.3,21.0,2.1,10000,Summer,7,6
YENBO,YENBO,2025-07-09 06:00:00,32.0,24.0,2.1,9999,Summer,7,6
AL-DAWADAMI,AL-DAWADAMI,2025-07-09 06:00:00,33.5,-9.0,0.0,10000,Summer,7,6
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-09 06:00:00,33.0,5.0,5.1,9900,Summer,7,6
HAIL,HAIL,2025-07-09 06:00:00,31.8,3.0,4.1,10000,Summer,7,6
WEJH,WEJH,2025-07-09 06:00:00,30.0,19.0,2.1,9900,Summer,7,6
GURIAT,GURIAT,2025-07-09 06:00:00,28.6,-4.0,7.2,10000,Summer,7,6
TURAIF,TURAIF,2025-07-09 06:00:00,29.0,1.0,5.1,10000,Summer,7,6
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-09 05:00:00,33.0,-4.0,2.1,9900,Summer,7,5
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-09 05:00:00,34.0,25.0,2.1,9900,Summer,7,5
TAIF,TAIF,2025-07-09 05:00:00,30.0,-5.0,5.1,9900,Summer,7,5
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-09 05:00:00,34.0,-5.0,1.0,9900,Summer,7,5
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-09 05:00:00,33.0,5.0,5.1,9900,Summer,7,5
TURAIF,TURAIF,2025-07-09 05:00:00,26.0,2.0,5.1,9900,Summer,7,5
BISHA,BISHA,2025-07-09 05:00:00,31.0,7.0,0.0,9900,Summer,7,5
ABHA,ABHA,2025-07-09 05:00:00,26.0,2.0,5.7,9999,Summer,7,5
KING KHALED INTL,KING KHALED INTL,2025-07-09 05:00:00,35.0,-2.0,2.1,6000,Summer,7,5
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-09 05:00:00,30.0,-8.0,0.0,9900,Summer,7,5
WEJH,WEJH,2025-07-09 05:00:00,28.0,23.0,2.6,9900,Summer,7,5
QAISUMAH,QAISUMAH,2025-07-09 05:00:00,35.0,-4.0,4.1,9900,Summer,7,5
AL JOUF,AL JOUF,2025-07-09 05:00:00,27.0,5.0,5.1,9900,Summer,7,5
AL BAHA,AL BAHA,2025-07-09 05:00:00,29.0,-3.0,6.7,9900,Summer,7,5
YENBO,YENBO,2025-07-09 05:00:00,30.0,26.0,2.6,9999,Summer,7,5
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-09 05:00:00,35.0,2.0,8.2,9900,Summer,7,5
HAIL,HAIL,2025-07-09 05:00:00,30.0,0.0,6.2,9900,Summer,7,5
RAFHA,RAFHA,2025-07-09 05:00:00,31.0,0.0,3.1,9900,Summer,7,5
SHARURAH,SHARURAH,2025-07-09 05:00:00,31.0,9.0,3.6,9900,Summer,7,5
AL AHSA,AL AHSA,2025-07-09 05:00:00,37.0,-1.0,6.2,9900,Summer,7,5
GASSIM,GASSIM,2025-07-09 05:00:00,31.0,0.0,2.6,9900,Summer,7,5
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-09 05:00:00,37.0,2.0,4.6,9900,Summer,7,5
GURIAT,GURIAT,2025-07-09 05:00:00,25.0,-2.0,5.1,9900,Summer,7,5
ARAR,ARAR,2025-07-09 05:00:00,30.0,5.0,4.1,9900,Summer,7,5
KING KHALED AB,KING KHALED AB,2025-07-09 05:00:00,25.0,2.0,5.1,9999,Summer,7,5
NEJRAN,NEJRAN,2025-07-09 05:00:00,34.0,5.0,5.1,9999,Summer,7,5
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-09 05:00:00,32.0,26.0,2.1,9900,Summer,7,5
TABUK,TABUK,2025-07-09 05:00:00,27.0,7.0,1.5,9900,Summer,7,5
SHARURAH,SHARURAH,2025-07-09 04:00:00,28.0,5.0,3.1,9900,Summer,7,4
AL BAHA,AL BAHA,2025-07-09 04:00:00,27.0,-3.0,4.6,9900,Summer,7,4
YENBO,YENBO,2025-07-09 04:00:00,27.0,26.0,4.1,8000,Summer,7,4
TABUK,TABUK,2025-07-09 04:00:00,26.0,7.0,0.0,9900,Summer,7,4
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-07-09 04:00:00,33.0,25.0,2.1,9900,Summer,7,4
NEJRAN,NEJRAN,2025-07-09 04:00:00,32.0,3.0,3.1,9999,Summer,7,4
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-09 04:00:00,31.0,-3.0,1.5,9900,Summer,7,4
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-09 04:00:00,34.0,2.0,3.1,9900,Summer,7,4
GASSIM,GASSIM,2025-07-09 04:00:00,27.0,-2.0,2.1,9900,Summer,7,4
GURIAT,GURIAT,2025-07-09 04:00:00,22.0,0.0,3.1,9900,Summer,7,4
ABHA,ABHA,2025-07-09 04:00:00,24.0,0.0,3.1,9999,Summer,7,4
AL AHSA,AL AHSA,2025-07-09 04:00:00,34.0,0.0,6.7,9900,Summer,7,4
ARAR,ARAR,2025-07-09 04:00:00,28.0,4.0,4.6,9900,Summer,7,4
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-09 04:00:00,28.0,-2.0,2.6,9900,Summer,7,4
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-09 04:00:00,30.0,27.0,2.1,9999,Summer,7,4
KING KHALED INTL,KING KHALED INTL,2025-07-09 04:00:00,30.0,-2.0,2.6,6000,Summer,7,4
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-09 04:00:00,33.0,-2.0,5.1,9900,Summer,7,4
HAIL,HAIL,2025-07-09 04:00:00,25.0,-7.0,2.1,9900,Summer,7,4
WEJH,WEJH,2025-07-09 04:00:00,25.0,22.0,2.1,9900,Summer,7,4
QAISUMAH,QAISUMAH,2025-07-09 04:00:00,32.0,-4.0,2.1,9900,Summer,7,4
TURAIF,TURAIF,2025-07-09 04:00:00,24.0,3.0,5.1,9900,Summer,7,4
BISHA,BISHA,2025-07-09 04:00:00,27.0,7.0,1.5,9900,Summer,7,4
KING KHALED AB,KING KHALED AB,2025-07-09 04:00:00,24.0,3.0,3.1,9999,Summer,7,4
TAIF,TAIF,2025-07-09 04:00:00,27.0,-5.0,3.1,9900,Summer,7,4
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-09 04:00:00,34.0,3.0,6.2,9900,Summer,7,4
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-09 04:00:00,25.0,-7.0,0.0,9900,Summer,7,4
RAFHA,RAFHA,2025-07-09 04:00:00,28.0,1.0,2.1,9900,Summer,7,4
AL JOUF,AL JOUF,2025-07-09 04:00:00,26.0,5.0,3.6,9900,Summer,7,4
ABHA,ABHA,2025-07-09 03:00:00,23.0,3.0,0.0,9999,Summer,7,3
AL BAHA,AL BAHA,2025-07-09 03:00:00,24.7,0.0,3.1,10000,Summer,7,3
AL BAHA,AL BAHA,2025-07-09 03:00:00,25.0,0.0,3.1,9900,Summer,7,3
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-07-09 03:00:00,30.1,-6.0,1.5,10000,Summer,7,3
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-07-09 03:00:00,30.3,1.0,2.6,10000,Summer,7,3
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-07-09 03:00:00,23.0,-8.0,0.0,9900,Summer,7,3
RAFHA,RAFHA,2025-07-09 03:00:00,25.6,0.0,1.5,10000,Summer,7,3
AL JOUF,AL JOUF,2025-07-09 03:00:00,25.0,5.0,4.1,9900,Summer,7,3
GURIAT,GURIAT,2025-07-09 03:00:00,20.2,0.0,3.1,10000,Summer,7,3
WADI AL DAWASIR,WADI AL DAWASIR,2025-07-09 03:00:00,26.1,-4.0,1.5,10000,Summer,7,3
SHARURAH,SHARURAH,2025-07-09 03:00:00,27.3,-2.0,2.1,10000,Summer,7,3
TAIF,TAIF,2025-07-09 03:00:00,24.6,-5.0,3.1,10000,Summer,7,3
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-07-09 03:00:00,29.3,27.0,3.1,10000,Summer,7,3
YENBO,YENBO,2025-07-09 03:00:00,27.0,25.0,4.1,6000,Summer,7,3
KING KHALED INTL,KING KHALED INTL,2025-07-09 03:00:00,27.6,-3.0,1.5,9000,Summer,7,3
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-07-09 03:00:00,30.0,7.0,2.6,9900,Summer,7,3
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-07-09 03:00:00,26.5,-2.0,0.0,10000,Summer,7,3
HAIL,HAIL,2025-07-09 03:00:00,20.0,-7.0,2.1,9900,Summer,7,3
GASSIM,GASSIM,2025-07-09 03:00:00,23.0,-3.0,2.1,9900,Summer,7,3
QAISUMAH,QAISUMAH,2025-07-09 03:00:00,28.0,-5.0,3.1,9900,Summer,7,3
WEJH,WEJH,2025-07-09 03:00:00,24.3,21.0,2.1,10000,Summer,7,3
AL JOUF,AL JOUF,2025-07-09 03:00:00,25.3,5.0,4.1,10000,Summer,7,3
GURIAT,GURIAT,2025-07-09 03:00:00,20.0,0.0,3.1,9900,Summer,7,3
ARAR,ARAR,2025-07-09 03:00:00,26.0,4.0,3.1,9900,Summer,7,3
BISHA,BISHA,2025-07-09 03:00:00,26.0,7.0,0.0,9900,Summer,7,3
ABHA,ABHA,2025-07-09 03:00:00,23.1,3.0,0.0,10000,Summer,7,3
KING KHALED AB,KING KHALED AB,2025-07-09 03:00:00,22.0,6.0,3.1,10000,Summer,7,3
MINA,MINA,2025-07-09 03:00:00,29.8,12.0,0.0,10000,Summer,7,3
AL AHSA,AL AHSA,2025-07-09 03:00:00,30.2,1.0,2.6,10000,Summer,7,3
AL AHSA,AL AHSA,2025-07-09 03:00:00,30.0,1.0,2.6,9900,Summer,7,3
AL-DAWADAMI,AL-DAWADAMI,2025-07-09 03:00:00,23.0,-8.0,0.0,10000,Summer,7,3
HAIL,HAIL,2025-07-09 03:00:00,20.4,-7.0,2.1,10000,Summer,7,3
GASSIM,GASSIM,2025-07-09 03:00:00,23.4,-3.0,2.1,10000,Summer,7,3
TABUK,TABUK,2025-07-09 03:00:00,25.0,7.0,1.5,9900,Summer,7,3
